Order_ID,Date,Product_Name,Category,Price,Cost_Price,Quantity,Customer_ID,Payment_Mode,Discount,Revenue,Profit
321,2026-02-16,Kurta,Ethnic,1862,1378.43,2,1082,Card,15,3724,967.14
322,2025-09-22,Shirt,Topwear,1662,1013.92,1,1143,Cash,20,1662,648.08
323,2026-02-02,Cap,Accessories,242,174.15,4,1021,Cash,0,968,271.4
324,2025-05-07,Lower,Bottomwear,792,438.17,2,1086,Cash,20,1584,707.66
325,2025-05-30,Shirt,Topwear,1214,679.9,1,1006,Cash,5,1214,534.1
326,2026-03-16,Wallet,Accessories,511,271.32,2,1166,UPI,0,1022,479.36
327,2026-03-12,Shirt,Topwear,1418,882.78,4,1071,UPI,5,5672,2140.88
328,2026-03-18,T-shirt,Topwear,1109,690.28,4,1138,Cash,5,4436,1674.88
329,2025-06-12,Wallet,Accessories,440,222.08,3,1064,UPI,20,1320,653.76
330,2026-02-05,Shirt,Topwear,1270,912.7,1,1083,Card,5,1270,357.3
331,2026-01-30,Wallet,Accessories,711,365.79,3,1163,Card,15,2133,1035.63
332,2026-03-24,Kurta,Ethnic,1126,782.24,2,1017,UPI,20,2252,687.52
333,2025-06-22,Wallet,Accessories,745,422.56,3,1194,UPI,15,2235,967.32
334,2026-02-26,Wallet,Accessories,450,333.66,2,1130,Card,20,900,232.68
335,2025-09-01,Wallet,Accessories,537,335.67,1,1045,UPI,15,537,201.33
336,2025-11-19,Wallet,Accessories,394,286.44,2,1148,Cash,0,788,215.12
337,2025-09-13,Wallet,Accessories,743,407.36,1,1117,UPI,10,743,335.64
338,2026-02-19,Belt,Accessories,283,155.99,3,1126,Card,10,849,381.03
339,2026-02-24,Shirt,Topwear,1669,901.25,3,1130,Cash,0,5007,2303.25
340,2025-07-20,Undergarments,Innerwear,712,379.16,4,1025,Cash,10,2848,1331.36
341,2025-09-28,Wallet,Accessories,706,452.54,3,1090,Card,15,2118,760.38
342,2025-05-02,Undergarments,Innerwear,964,552.24,4,1172,UPI,15,3856,1647.04
343,2026-03-23,Kurta,Ethnic,1704,1052.15,3,1046,Card,5,5112,1955.55
344,2025-04-18,Lower,Bottomwear,359,222.11,1,1053,Card,20,359,136.89
345,2025-04-19,T-shirt,Topwear,1192,886.73,2,1017,Card,15,2384,610.54
346,2026-02-10,Shirt,Topwear,1513,866.0,3,1103,Card,0,4539,1941.0
347,2025-07-27,Undergarments,Innerwear,767,386.32,3,1193,UPI,15,2301,1142.04
348,2026-02-16,Kurta,Ethnic,932,636.11,4,1070,Cash,15,3728,1183.56
349,2025-04-19,T-shirt,Topwear,1063,643.92,3,1056,UPI,0,3189,1257.24
350,2026-01-25,Shirt,Topwear,1586,834.89,4,1148,Card,10,6344,3004.44
351,2025-04-17,T-shirt,Topwear,341,252.69,4,1104,Cash,5,1364,353.24
352,2025-07-11,Wallet,Accessories,529,360.8,2,1090,UPI,10,1058,336.4
353,2025-06-06,Shirt,Topwear,1135,688.45,1,1003,UPI,5,1135,446.55
354,2025-10-01,Cap,Accessories,720,447.45,1,1187,UPI,20,720,272.55
355,2025-12-16,Belt,Accessories,823,485.35,4,1117,UPI,10,3292,1350.6
356,2025-06-24,Shirt,Topwear,1494,866.53,1,1146,Cash,20,1494,627.47
357,2025-05-26,Shirt,Topwear,1698,1142.56,1,1100,Card,10,1698,555.44
358,2026-02-27,Kurta,Ethnic,801,557.01,3,1135,Cash,5,2403,731.97
359,2025-09-24,Belt,Accessories,265,160.13,2,1087,UPI,15,530,209.74
360,2025-10-04,Belt,Accessories,289,214.84,3,1004,Card,20,867,222.48
361,2026-02-01,Lower,Bottomwear,504,348.24,3,1014,Cash,20,1512,467.28
362,2026-03-07,Shirt,Topwear,1021,749.26,3,1166,Card,10,3063,815.22
363,2025-11-01,Wallet,Accessories,869,458.17,3,1154,Card,20,2607,1232.49
364,2025-05-19,Shirt,Topwear,1021,704.41,4,1004,UPI,0,4084,1266.36
365,2025-08-05,Cap,Accessories,724,506.45,1,1151,Card,10,724,217.55
366,2025-09-15,Wallet,Accessories,636,412.95,3,1152,UPI,15,1908,669.15
367,2025-11-26,Cap,Accessories,803,540.44,2,1195,Cash,5,1606,525.12
368,2025-05-15,T-shirt,Topwear,838,512.6,1,1117,Cash,5,838,325.4
369,2025-06-08,Cap,Accessories,874,459.64,4,1118,Cash,5,3496,1657.44
370,2025-06-29,Undergarments,Innerwear,842,626.26,3,1042,UPI,5,2526,647.22
371,2026-01-06,Belt,Accessories,636,452.5,2,1081,UPI,20,1272,367.0
372,2026-01-20,Belt,Accessories,709,475.33,1,1008,Card,5,709,233.67
373,2026-02-20,Kurta,Ethnic,1579,1015.96,1,1111,Card,10,1579,563.04
374,2025-04-12,Shirt,Topwear,1724,930.54,1,1095,Card,5,1724,793.46
375,2025-10-15,Belt,Accessories,456,258.8,4,1191,UPI,5,1824,788.8
376,2025-09-17,Undergarments,Innerwear,569,313.61,3,1075,UPI,0,1707,766.17
377,2025-07-02,Lower,Bottomwear,750,502.19,4,1090,Cash,5,3000,991.24
378,2026-03-09,Kurta,Ethnic,1533,949.31,4,1058,UPI,0,6132,2334.76
379,2025-12-14,T-shirt,Topwear,632,438.41,4,1156,UPI,15,2528,774.36
380,2025-11-01,Belt,Accessories,284,171.13,4,1001,Cash,5,1136,451.48
381,2025-07-23,Cap,Accessories,996,553.87,2,1100,UPI,0,1992,884.26
382,2026-03-09,Kurta,Ethnic,862,616.4,4,1168,Card,0,3448,982.4
383,2025-07-02,Shirt,Topwear,785,587.22,1,1057,UPI,10,785,197.78
384,2025-10-03,Wallet,Accessories,978,554.78,4,1058,Cash,20,3912,1692.88
385,2026-02-24,Kurta,Ethnic,1460,1014.65,3,1175,UPI,0,4380,1336.05
386,2025-09-05,T-shirt,Topwear,674,483.12,4,1065,UPI,20,2696,763.52
387,2026-01-31,T-shirt,Topwear,435,245.19,1,1082,Cash,5,435,189.81
388,2026-02-28,T-shirt,Topwear,1093,632.07,2,1086,UPI,5,2186,921.86
389,2026-03-26,Lower,Bottomwear,1146,712.77,3,1083,Cash,5,3438,1299.69
390,2025-12-31,T-shirt,Topwear,829,492.39,1,1150,UPI,15,829,336.61
391,2025-10-11,Belt,Accessories,831,465.28,3,1109,UPI,10,2493,1097.16
392,2025-05-20,Wallet,Accessories,712,422.44,1,1039,Cash,10,712,289.56
393,2025-07-30,Shirt,Topwear,1343,673.77,3,1173,Card,20,4029,2007.69
394,2026-02-20,T-shirt,Topwear,694,383.52,1,1055,Card,5,694,310.48
395,2026-01-22,Cap,Accessories,883,567.61,4,1186,Cash,20,3532,1261.56
396,2025-12-25,Wallet,Accessories,353,207.12,3,1172,Card,15,1059,437.64
397,2025-10-18,Shirt,Topwear,1238,734.45,3,1198,Cash,20,3714,1510.65
398,2025-05-20,Belt,Accessories,845,494.25,3,1025,Cash,5,2535,1052.25
399,2026-01-24,Undergarments,Innerwear,778,417.78,1,1106,Cash,0,778,360.22
400,2025-11-26,Shirt,Topwear,1773,1035.66,1,1032,Card,20,1773,737.34
401,2025-12-26,Shirt,Topwear,1215,895.4,1,1043,Cash,20,1215,319.6
402,2025-11-21,T-shirt,Topwear,1001,730.56,1,1045,UPI,15,1001,270.44
403,2025-05-08,Undergarments,Innerwear,617,451.82,4,1076,Card,15,2468,660.72
404,2025-08-28,Undergarments,Innerwear,203,101.89,4,1198,UPI,5,812,404.44
405,2025-07-08,Belt,Accessories,513,302.97,3,1184,Card,0,1539,630.09
406,2026-03-29,Lower,Bottomwear,469,281.52,2,1173,Card,10,938,374.96
407,2025-10-31,Lower,Bottomwear,419,212.49,4,1139,Card,0,1676,826.04
408,2025-12-09,T-shirt,Topwear,717,511.62,1,1001,Cash,5,717,205.38
409,2026-01-04,Lower,Bottomwear,790,418.86,1,1154,UPI,5,790,371.14
410,2026-02-19,Kurta,Ethnic,2432,1336.93,2,1172,Cash,5,4864,2190.14
411,2026-03-25,Kurta,Ethnic,2482,1511.45,3,1142,Card,10,7446,2911.65
412,2026-02-01,Cap,Accessories,823,459.92,1,1037,Card,0,823,363.08
413,2025-11-25,T-shirt,Topwear,764,502.61,3,1102,Card,20,2292,784.17
414,2025-09-02,Cap,Accessories,237,130.14,2,1110,Card,15,474,213.72
415,2025-06-19,Belt,Accessories,952,689.04,4,1140,Cash,10,3808,1051.84
416,2025-12-06,Belt,Accessories,821,545.37,2,1060,UPI,15,1642,551.26
417,2026-03-22,T-shirt,Topwear,1002,640.11,3,1180,UPI,5,3006,1085.67
418,2025-11-15,Lower,Bottomwear,902,591.74,2,1198,Card,10,1804,620.52
419,2025-12-10,T-shirt,Topwear,1029,605.3,3,1007,Card,15,3087,1271.1
420,2026-01-01,Lower,Bottomwear,902,651.81,3,1077,Cash,10,2706,750.57
421,2025-12-02,T-shirt,Topwear,1071,732.29,4,1170,Card,5,4284,1354.84
422,2026-03-23,Kurta,Ethnic,1904,1030.06,2,1166,UPI,5,3808,1747.88
423,2025-08-31,Shirt,Topwear,1039,748.3,4,1100,Cash,10,4156,1162.8
424,2025-12-28,Undergarments,Innerwear,815,443.44,3,1189,Cash,20,2445,1114.68
425,2026-02-22,Lower,Bottomwear,450,326.67,1,1188,UPI,20,450,123.33
426,2025-10-18,Cap,Accessories,592,299.17,3,1041,Cash,5,1776,878.49
427,2026-03-09,Kurta,Ethnic,1292,942.14,1,1147,UPI,0,1292,349.86
428,2025-07-13,Shirt,Topwear,1130,589.72,1,1165,Cash,5,1130,540.28
429,2025-07-30,Shirt,Topwear,831,559.36,2,1146,Cash,5,1662,543.28
430,2026-02-24,Kurta,Ethnic,1862,1277.02,1,1012,UPI,5,1862,584.98
431,2025-06-05,Lower,Bottomwear,606,413.74,2,1143,Cash,20,1212,384.52
432,2025-06-26,Lower,Bottomwear,672,364.35,4,1114,Card,5,2688,1230.6
433,2025-11-27,Lower,Bottomwear,839,595.22,4,1013,UPI,5,3356,975.12
434,2026-02-17,Undergarments,Innerwear,655,396.05,2,1191,Card,10,1310,517.9
435,2025-12-15,Lower,Bottomwear,794,531.79,1,1092,Card,5,794,262.21
436,2025-09-06,Shirt,Topwear,928,551.31,1,1181,Card,20,928,376.69
437,2025-07-09,Lower,Bottomwear,302,219.88,3,1003,Cash,20,906,246.36
438,2026-04-07,Kurta,Ethnic,1808,1045.97,4,1121,Card,10,7232,3048.12
439,2026-03-18,T-shirt,Topwear,923,549.03,4,1011,Cash,0,3692,1495.88
440,2026-01-28,T-shirt,Topwear,776,509.54,4,1116,UPI,0,3104,1065.84
441,2025-07-16,Shirt,Topwear,694,386.39,3,1110,Card,15,2082,922.83
442,2025-04-15,Cap,Accessories,715,361.01,4,1172,UPI,5,2860,1415.96
443,2026-03-16,Belt,Accessories,598,330.9,1,1151,Card,15,598,267.1
444,2025-05-20,Belt,Accessories,629,383.96,1,1200,UPI,10,629,245.04
445,2026-04-03,Kurta,Ethnic,2107,1411.4,3,1108,UPI,5,6321,2086.8
446,2025-11-27,Cap,Accessories,271,162.87,2,1189,UPI,0,542,216.26
447,2025-07-31,Wallet,Accessories,761,407.45,2,1194,Card,10,1522,707.1
448,2025-06-23,Cap,Accessories,335,186.99,3,1183,Card,0,1005,444.03
449,2025-12-07,Lower,Bottomwear,668,483.07,4,1061,Cash,10,2672,739.72
450,2026-04-05,Undergarments,Innerwear,925,659.97,3,1113,Card,15,2775,795.09
451,2025-04-15,T-shirt,Topwear,442,259.46,4,1095,UPI,15,1768,730.16
452,2026-04-10,Undergarments,Innerwear,681,481.02,4,1048,Cash,10,2724,799.92
453,2025-07-05,Lower,Bottomwear,845,538.71,2,1110,UPI,10,1690,612.58
454,2026-03-09,T-shirt,Topwear,648,383.94,3,1164,Card,20,1944,792.18
455,2026-03-30,Cap,Accessories,608,425.23,2,1128,Card,10,1216,365.54
456,2026-04-05,Kurta,Ethnic,2251,1144.73,3,1149,Card,20,6753,3318.81
457,2025-09-16,Lower,Bottomwear,562,285.44,2,1136,Card,20,1124,553.12
458,2025-08-07,Undergarments,Innerwear,200,115.45,2,1112,UPI,5,400,169.1
459,2026-03-11,Kurta,Ethnic,854,429.81,1,1145,UPI,0,854,424.19
460,2025-12-22,Cap,Accessories,384,265.98,1,1182,Cash,20,384,118.02
461,2025-06-28,Belt,Accessories,573,319.61,1,1115,Cash,20,573,253.39
462,2025-05-08,T-shirt,Topwear,454,317.39,4,1137,Card,20,1816,546.44
463,2025-07-22,Belt,Accessories,552,355.25,4,1120,UPI,5,2208,787.0
464,2025-11-08,Lower,Bottomwear,496,368.31,2,1194,Cash,5,992,255.38
465,2025-07-17,Undergarments,Innerwear,453,249.75,3,1062,Card,0,1359,609.75
466,2025-07-17,Undergarments,Innerwear,318,223.16,2,1002,Card,20,636,189.68
467,2025-07-27,Wallet,Accessories,787,465.7,3,1073,Cash,20,2361,963.9
468,2025-08-19,Lower,Bottomwear,690,406.43,2,1165,UPI,15,1380,567.14
469,2025-06-08,Wallet,Accessories,884,615.36,3,1158,Card,5,2652,805.92
470,2025-06-20,Belt,Accessories,769,411.76,2,1017,UPI,20,1538,714.48
471,2025-08-13,T-shirt,Topwear,414,290.97,1,1147,UPI,15,414,123.03
472,2026-01-30,Lower,Bottomwear,874,623.58,4,1123,Cash,10,3496,1001.68
473,2025-07-14,Belt,Accessories,525,388.64,4,1075,UPI,15,2100,545.44
474,2026-03-16,Kurta,Ethnic,1297,676.49,1,1089,Card,20,1297,620.51
475,2026-02-27,Shirt,Topwear,693,355.7,2,1082,UPI,15,1386,674.6
476,2026-03-10,Kurta,Ethnic,2225,1301.38,4,1054,Cash,10,8900,3694.48
477,2026-01-02,Shirt,Topwear,799,542.18,4,1025,Cash,20,3196,1027.28
478,2025-11-05,Shirt,Topwear,731,509.93,2,1001,Card,20,1462,442.14
479,2025-07-16,T-shirt,Topwear,1189,705.12,2,1174,Card,20,2378,967.76
480,2025-09-22,Shirt,Topwear,1276,770.48,2,1121,UPI,15,2552,1011.04
481,2025-10-12,Undergarments,Innerwear,799,484.49,3,1123,Cash,20,2397,943.53
482,2025-10-28,Lower,Bottomwear,768,570.91,1,1040,Card,20,768,197.09
483,2025-06-18,Cap,Accessories,481,299.07,1,1046,Card,5,481,181.93
484,2026-03-27,Kurta,Ethnic,1287,703.94,1,1035,Card,10,1287,583.06
485,2025-10-18,Cap,Accessories,335,238.24,2,1051,UPI,20,670,193.52
486,2025-10-01,T-shirt,Topwear,686,362.3,2,1194,Cash,20,1372,647.4
487,2026-04-06,Kurta,Ethnic,2027,1040.98,2,1087,Card,0,4054,1972.04
488,2025-07-04,Wallet,Accessories,524,339.85,2,1066,Card,20,1048,368.3
489,2025-07-23,Lower,Bottomwear,698,423.84,4,1154,Card,5,2792,1096.64
490,2026-02-12,Belt,Accessories,376,197.36,1,1052,Card,15,376,178.64
491,2025-07-24,Cap,Accessories,771,464.54,1,1146,Cash,15,771,306.46
492,2025-08-21,Cap,Accessories,833,437.22,4,1069,UPI,20,3332,1583.12
493,2026-02-19,Shirt,Topwear,1105,573.13,1,1042,Card,0,1105,531.87
494,2025-10-03,Cap,Accessories,781,563.91,3,1033,Cash,0,2343,651.27
495,2025-09-27,Cap,Accessories,724,504.49,1,1000,Card,15,724,219.51
496,2025-06-29,Shirt,Topwear,815,550.4,2,1001,UPI,0,1630,529.2
497,2026-02-25,Wallet,Accessories,681,396.9,3,1071,Card,5,2043,852.3
498,2025-06-25,Lower,Bottomwear,656,487.42,4,1007,Card,15,2624,674.32
499,2026-04-11,Kurta,Ethnic,1982,1335.78,1,1105,Cash,20,1982,646.22
500,2026-02-14,Kurta,Ethnic,1917,1436.54,4,1136,UPI,15,7668,1921.84
501,2025-12-08,T-shirt,Topwear,408,294.76,1,1154,Cash,0,408,113.24
502,2025-11-30,Undergarments,Innerwear,214,152.44,1,1138,UPI,20,214,61.56
503,2026-02-27,Lower,Bottomwear,469,331.48,2,1151,UPI,0,938,275.04
504,2025-07-26,Undergarments,Innerwear,825,591.36,1,1116,Cash,15,825,233.64
505,2026-02-16,Kurta,Ethnic,1805,1028.53,1,1139,UPI,20,1805,776.47
506,2025-09-25,Lower,Bottomwear,1006,594.45,4,1168,Cash,10,4024,1646.2
507,2025-10-17,Cap,Accessories,311,219.95,1,1006,UPI,0,311,91.05
508,2026-02-07,T-shirt,Topwear,661,375.84,1,1107,Card,0,661,285.16
509,2025-05-12,Lower,Bottomwear,1054,707.08,4,1193,UPI,20,4216,1387.68
510,2025-11-15,T-shirt,Topwear,401,297.64,2,1044,Cash,20,802,206.72
511,2025-08-19,Lower,Bottomwear,1049,676.04,1,1126,Card,15,1049,372.96
512,2025-08-03,Undergarments,Innerwear,240,155.22,2,1014,Card,20,480,169.56
513,2026-03-25,Kurta,Ethnic,2018,1093.33,4,1199,UPI,20,8072,3698.68
514,2025-09-03,Shirt,Topwear,686,458.26,4,1091,UPI,10,2744,910.96
515,2026-02-23,Undergarments,Innerwear,537,365.36,2,1131,Cash,5,1074,343.28
516,2026-01-17,T-shirt,Topwear,979,591.48,4,1181,Cash,0,3916,1550.08
517,2025-06-23,Shirt,Topwear,1351,828.13,1,1090,Cash,15,1351,522.87
518,2026-04-05,Kurta,Ethnic,809,564.96,3,1079,UPI,10,2427,732.12
519,2026-03-02,Kurta,Ethnic,1809,995.41,4,1041,Card,20,7236,3254.36
520,2026-02-16,Shirt,Topwear,1332,877.77,2,1126,Cash,15,2664,908.46
521,2026-03-21,Kurta,Ethnic,1157,796.27,3,1161,UPI,10,3471,1082.19
522,2026-02-14,Belt,Accessories,273,190.64,2,1035,Card,5,546,164.72
523,2025-10-09,Shirt,Topwear,1462,986.09,3,1134,UPI,20,4386,1427.73
524,2026-02-21,Lower,Bottomwear,767,419.17,4,1063,Card,0,3068,1391.32
525,2026-03-30,Kurta,Ethnic,965,533.37,4,1188,UPI,15,3860,1726.52
526,2026-03-10,Cap,Accessories,294,177.0,1,1048,Card,5,294,117.0
527,2026-02-21,Kurta,Ethnic,1740,958.88,3,1066,Card,10,5220,2343.36
528,2026-03-13,Kurta,Ethnic,927,548.52,4,1176,Cash,0,3708,1513.92
529,2025-10-29,Lower,Bottomwear,1124,639.84,4,1193,Cash,10,4496,1936.64
530,2025-12-15,Cap,Accessories,582,371.08,4,1148,Cash,10,2328,843.68
531,2025-07-23,Undergarments,Innerwear,339,178.39,2,1182,UPI,15,678,321.22
532,2025-04-16,Shirt,Topwear,1674,912.52,2,1177,Cash,10,3348,1522.96
533,2025-10-15,Shirt,Topwear,1510,831.99,2,1148,UPI,5,3020,1356.02
534,2026-01-23,Lower,Bottomwear,308,206.74,4,1132,Card,10,1232,405.04
535,2026-02-11,Kurta,Ethnic,2045,1120.56,1,1106,Card,15,2045,924.44
536,2025-10-13,Shirt,Topwear,1464,747.45,2,1078,Card,5,2928,1433.1
537,2025-06-15,Belt,Accessories,549,375.58,1,1162,Card,10,549,173.42
538,2026-04-01,Kurta,Ethnic,1303,805.14,3,1114,Card,15,3909,1493.58
539,2026-03-16,Wallet,Accessories,493,348.1,1,1143,UPI,20,493,144.9
540,2025-09-05,Lower,Bottomwear,649,477.79,1,1104,UPI,15,649,171.21
541,2026-03-28,Belt,Accessories,608,434.45,1,1046,Card,0,608,173.55
542,2026-03-25,T-shirt,Topwear,724,413.02,2,1157,UPI,15,1448,621.96
543,2025-10-05,T-shirt,Topwear,645,328.64,4,1047,Card,20,2580,1265.44
544,2025-07-24,T-shirt,Topwear,609,319.64,4,1166,Cash,10,2436,1157.44
545,2025-05-21,T-shirt,Topwear,893,530.35,4,1181,UPI,0,3572,1450.6
546,2026-04-09,Kurta,Ethnic,1432,808.54,4,1017,Cash,5,5728,2493.84
547,2026-03-26,Kurta,Ethnic,1030,763.36,4,1166,UPI,5,4120,1066.56
548,2025-07-16,Cap,Accessories,280,204.61,1,1194,Cash,5,280,75.39
549,2026-04-09,Wallet,Accessories,200,142.75,1,1136,Card,15,200,57.25
550,2026-04-08,Kurta,Ethnic,2459,1353.22,2,1080,UPI,15,4918,2211.56
551,2025-09-27,Cap,Accessories,926,680.0,2,1200,UPI,15,1852,492.0
552,2025-12-12,T-shirt,Topwear,765,516.54,2,1058,UPI,0,1530,496.92
553,2026-02-21,Kurta,Ethnic,1582,960.48,4,1197,Cash,20,6328,2486.08
554,2025-08-15,T-shirt,Topwear,985,623.71,1,1175,Card,5,985,361.29
555,2025-08-05,Wallet,Accessories,437,317.43,1,1044,Cash,0,437,119.57
556,2025-09-05,Shirt,Topwear,1054,648.0,4,1022,UPI,20,4216,1624.0
557,2025-06-14,Lower,Bottomwear,528,358.8,3,1089,Card,5,1584,507.6
558,2026-02-28,T-shirt,Topwear,1003,590.96,3,1021,Card,10,3009,1236.12
559,2025-11-07,Undergarments,Innerwear,824,428.66,4,1112,UPI,5,3296,1581.36
560,2026-03-16,Kurta,Ethnic,1407,914.35,2,1173,Cash,5,2814,985.3
561,2026-03-19,Shirt,Topwear,1633,1059.64,3,1027,UPI,5,4899,1720.08
562,2025-05-18,Lower,Bottomwear,872,606.69,3,1064,Card,10,2616,795.93
563,2025-10-24,Wallet,Accessories,206,114.42,4,1200,UPI,10,824,366.32
564,2025-12-17,Wallet,Accessories,230,151.57,3,1108,UPI,20,690,235.29
565,2025-05-08,Shirt,Topwear,1180,818.88,3,1135,UPI,10,3540,1083.36
566,2025-06-23,Lower,Bottomwear,1176,646.1,4,1021,UPI,10,4704,2119.6
567,2025-06-15,Lower,Bottomwear,582,362.69,1,1153,Card,20,582,219.31
568,2025-06-27,Wallet,Accessories,441,240.86,2,1020,Card,20,882,400.28
569,2025-12-18,Undergarments,Innerwear,978,611.27,4,1034,Cash,20,3912,1466.92
570,2026-01-07,Lower,Bottomwear,804,438.14,3,1086,Card,10,2412,1097.58
571,2026-03-12,T-shirt,Topwear,1181,687.51,1,1089,Card,15,1181,493.49
572,2026-03-31,Kurta,Ethnic,802,572.65,1,1041,UPI,20,802,229.35
573,2025-09-01,Belt,Accessories,591,337.49,1,1088,Cash,10,591,253.51
574,2026-02-23,Belt,Accessories,487,311.17,3,1040,Card,10,1461,527.49
575,2026-02-24,Kurta,Ethnic,1715,905.34,4,1114,Card,0,6860,3238.64
576,2026-03-18,Undergarments,Innerwear,513,375.87,2,1012,Cash,15,1026,274.26
577,2025-04-25,Cap,Accessories,868,643.27,4,1117,Cash,0,3472,898.92
578,2026-04-10,Cap,Accessories,674,449.57,4,1116,Cash,10,2696,897.72
579,2025-11-17,T-shirt,Topwear,364,234.43,3,1123,Cash,20,1092,388.71
580,2026-03-25,Undergarments,Innerwear,535,392.5,3,1122,UPI,15,1605,427.5
581,2026-04-04,Shirt,Topwear,812,605.99,1,1093,UPI,0,812,206.01
582,2026-02-17,T-shirt,Topwear,459,311.48,2,1057,UPI,20,918,295.04
583,2025-07-31,Wallet,Accessories,266,184.72,2,1106,Cash,0,532,162.56
584,2025-11-22,Cap,Accessories,358,193.81,3,1102,UPI,5,1074,492.57
585,2026-02-01,Undergarments,Innerwear,390,276.44,3,1021,Card,0,1170,340.68
586,2026-02-15,Kurta,Ethnic,1293,964.49,3,1018,Cash,5,3879,985.53
587,2025-07-08,Undergarments,Innerwear,830,465.02,2,1088,UPI,15,1660,729.96
588,2025-04-30,T-shirt,Topwear,794,502.56,3,1068,Cash,0,2382,874.32
589,2025-07-07,Shirt,Topwear,959,509.46,3,1078,UPI,10,2877,1348.62
590,2026-03-18,Kurta,Ethnic,2450,1428.06,1,1013,UPI,0,2450,1021.94
591,2026-04-04,Kurta,Ethnic,999,717.65,4,1025,Card,0,3996,1125.4
592,2026-02-28,Belt,Accessories,252,131.84,1,1034,Card,10,252,120.16
593,2025-04-18,Lower,Bottomwear,1048,609.49,2,1121,Card,5,2096,877.02
594,2025-09-18,T-shirt,Topwear,702,472.0,4,1063,Cash,10,2808,920.0
595,2026-01-20,T-shirt,Topwear,511,350.46,1,1018,Cash,10,511,160.54
596,2026-02-06,T-shirt,Topwear,966,693.72,2,1030,UPI,20,1932,544.56
597,2026-02-26,T-shirt,Topwear,698,477.16,2,1127,Card,15,1396,441.68
598,2025-06-16,T-shirt,Topwear,1094,633.77,1,1086,Card,15,1094,460.23
599,2025-07-29,Cap,Accessories,302,182.41,3,1016,Card,10,906,358.77
600,2025-06-13,Belt,Accessories,944,696.68,2,1002,UPI,15,1888,494.64
601,2025-07-26,Belt,Accessories,287,198.28,1,1187,Card,10,287,88.72
602,2026-02-18,Wallet,Accessories,944,571.42,4,1176,Card,10,3776,1490.32
603,2026-03-23,Kurta,Ethnic,1051,625.36,3,1159,Cash,15,3153,1276.92
604,2025-07-07,Cap,Accessories,367,223.73,4,1012,Cash,5,1468,573.08
605,2025-12-19,T-shirt,Topwear,529,393.83,1,1130,Card,10,529,135.17
606,2025-09-04,Shirt,Topwear,1504,1080.33,2,1001,Card,5,3008,847.34
607,2025-10-08,Undergarments,Innerwear,677,399.08,1,1111,Card,20,677,277.92
608,2025-04-15,T-shirt,Topwear,1179,648.38,2,1170,Cash,0,2358,1061.24
609,2026-02-12,Wallet,Accessories,838,586.86,2,1185,Cash,0,1676,502.28
610,2025-12-11,Undergarments,Innerwear,996,738.66,1,1002,Card,15,996,257.34
611,2025-11-25,T-shirt,Topwear,835,524.27,2,1120,UPI,15,1670,621.46
612,2025-07-23,Wallet,Accessories,889,510.85,1,1153,UPI,15,889,378.15
613,2026-04-04,Cap,Accessories,624,369.83,3,1180,Card,10,1872,762.51
614,2026-02-16,Kurta,Ethnic,2084,1269.59,2,1004,UPI,10,4168,1628.82
615,2025-07-02,Belt,Accessories,561,347.24,3,1128,UPI,5,1683,641.28
616,2025-06-22,Wallet,Accessories,236,133.24,2,1181,Cash,0,472,205.52
617,2025-10-21,Undergarments,Innerwear,583,379.16,1,1014,Card,10,583,203.84
618,2025-10-03,T-shirt,Topwear,708,442.85,3,1183,UPI,0,2124,795.45
619,2026-02-25,Wallet,Accessories,580,314.63,4,1161,UPI,0,2320,1061.48
620,2025-08-04,Lower,Bottomwear,630,375.42,3,1173,Cash,0,1890,763.74
621,2026-03-23,Undergarments,Innerwear,602,349.65,2,1122,UPI,20,1204,504.7
622,2026-03-08,Kurta,Ethnic,2243,1144.34,2,1140,Cash,0,4486,2197.32
623,2025-07-09,Cap,Accessories,740,376.87,2,1149,Cash,15,1480,726.26
624,2025-10-08,T-shirt,Topwear,439,275.83,2,1072,Cash,20,878,326.34
625,2025-05-24,Shirt,Topwear,786,395.0,4,1053,Cash,0,3144,1564.0
626,2025-11-29,Shirt,Topwear,1032,711.86,4,1091,UPI,5,4128,1280.56
627,2025-08-10,Lower,Bottomwear,1083,582.75,4,1124,Cash,5,4332,2001.0
628,2026-03-02,Kurta,Ethnic,2070,1470.17,4,1188,Card,15,8280,2399.32
629,2025-05-30,Shirt,Topwear,1296,847.06,1,1053,Card,5,1296,448.94
630,2025-10-05,Belt,Accessories,868,587.86,1,1196,UPI,0,868,280.14
631,2025-07-09,Shirt,Topwear,1122,617.47,3,1098,Cash,15,3366,1513.59
632,2026-03-11,Belt,Accessories,721,483.88,3,1098,Cash,20,2163,711.36
633,2026-04-04,T-shirt,Topwear,955,497.08,1,1017,Cash,0,955,457.92
634,2026-01-02,Undergarments,Innerwear,814,559.5,3,1115,Card,10,2442,763.5
635,2025-11-21,Shirt,Topwear,664,443.92,2,1126,Cash,10,1328,440.16
636,2026-02-19,Cap,Accessories,667,343.77,3,1166,Cash,15,2001,969.69
637,2025-12-21,T-shirt,Topwear,1119,630.82,3,1030,Cash,10,3357,1464.54
638,2025-10-20,Belt,Accessories,570,298.02,4,1129,Card,15,2280,1087.92
639,2026-03-10,Cap,Accessories,946,541.56,3,1073,UPI,5,2838,1213.32
640,2026-04-12,T-shirt,Topwear,527,329.21,3,1043,Card,0,1581,593.37
